name,total electrons,R1,RHF Energy (Hartree),Nuclear energy,MP2 Energy,CCSD Energy,CCSD(T) Energy,CCSDT Energy,CCSDTQ Energy,FCI Energy (Hartree)
H2,2,0.261,-0.402854053,2.027498892,-0.42382168,-0.429058751,-0.429058751,-0.429058783,-0.429058783,-0.429058783
H2,2,0.271,-0.463716581,1.952683435,-0.48481557,-0.490105353,-0.490105353,-0.490105386,-0.490105386,-0.490105386
H2,2,0.281,-0.519216653,1.883192921,-0.54044736,-0.545790503,-0.545790503,-0.545790537,-0.545790537,-0.545790537
H2,2,0.291,-0.569917313,1.818478388,-0.59127991,-0.596677009,-0.596677009,-0.596677045,-0.596677045,-0.596677045
H2,2,0.301,-0.616307744,1.758063824,-0.63780225,-0.643253838,-0.643253838,-0.643253875,-0.643253875,-0.643253875
H2,2,0.311,-0.658815096,1.70153444,-0.68044135,-0.685947934,-0.685947934,-0.685947972,-0.685947972,-0.685947972
H2,2,0.321,-0.697814087,1.648527137,-0.7195718,-0.725133828,-0.725133828,-0.725133867,-0.725133867,-0.725133867
H2,2,0.331,-0.733634851,1.598722692,-0.75552358,-0.761141478,-0.761141478,-0.761141518,-0.761141518,-0.761141519
H2,2,0.341,-0.766569405,1.551839328,-0.7885886,-0.794262745,-0.794262745,-0.794262787,-0.794262787,-0.794262787
H2,2,0.351,-0.79687699,1.507627381,-0.81902598,-0.824756729,-0.824756729,-0.824756772,-0.824756772,-0.824756773
H2,2,0.361,-0.824788538,1.46586485,-0.84706656,-0.852854235,-0.852854235,-0.85285428,-0.85285428,-0.85285428
H2,2,0.371,-0.8505104,1.426353668,-0.8729166,-0.878761575,-0.878761575,-0.878761551,-0.878761551,-0.878761552
H2,2,0.381,-0.874227501,1.388916564,-0.89676096,-0.90266344,-0.90266344,-0.902663417,-0.902663417,-0.902663418
H2,2,0.391,-0.896106008,1.353394401,-0.91876572,-0.924725988,-0.924725988,-0.924725965,-0.924725965,-0.924725966
H2,2,0.401,-0.916295609,1.319643917,-0.93908054,-0.94509884,-0.94509884,-0.945098818,-0.945098818,-0.945098819
H2,2,0.411,-0.934931458,1.287535793,-0.95784051,-0.963917102,-0.963917102,-0.963917082,-0.963917082,-0.963917082
H2,2,0.421,-0.952135863,1.256952995,-0.97516791,-0.981303042,-0.981303042,-0.981303023,-0.981303023,-0.981303023
H2,2,0.431,-0.968019729,1.227789352,-0.99117361,-0.997367542,-0.997367542,-0.997367522,-0.997367522,-0.997367522
H2,2,0.441,-0.982683824,1.199948324,-1.00595836,-1.012211353,-1.012211353,-1.012211333,-1.012211333,-1.012211333
H2,2,0.451,-0.996219877,1.173341931,-1.01961386,-1.025926202,-1.025926202,-1.025926179,-1.025926179,-1.025926179
H2,2,0.461,-1.008711537,1.147889828,-1.03222377,-1.038595741,-1.038595741,-1.038595715,-1.038595715,-1.038595715
H2,2,0.471,-1.020235216,1.123518494,-1.04386449,-1.050296396,-1.050296396,-1.050296367,-1.050296367,-1.050296367
H2,2,0.481,-1.030860831,1.100160522,-1.05460593,-1.061098105,-1.061098105,-1.061098073,-1.061098073,-1.061098073
H2,2,0.491,-1.040652455,1.077753994,-1.06451216,-1.07106497,-1.07106497,-1.071064935,-1.071064935,-1.071064935
H2,2,0.501,-1.049668892,1.056241938,-1.073642,-1.080255832,-1.080255832,-1.080255793,-1.080255793,-1.080255793
H2,2,0.511,-1.057964192,1.035571841,-1.0820495,-1.088724781,-1.088724781,-1.088724738,-1.088724738,-1.088724738
H2,2,0.521,-1.065588098,1.015695222,-1.08978442,-1.096521608,-1.096521608,-1.096521562,-1.096521562,-1.096521562
H2,2,0.531,-1.072586454,0.996567252,-1.09689261,-1.103692209,-1.103692209,-1.103692159,-1.103692159,-1.103692159
H2,2,0.541,-1.079001556,0.978146416,-1.10341639,-1.110278938,-1.110278938,-1.110278885,-1.110278885,-1.110278885
H2,2,0.551,-1.08487248,0.960394212,-1.10939485,-1.116320931,-1.116320931,-1.116320874,-1.116320874,-1.116320874
H2,2,0.561,-1.090235359,0.943274886,-1.11486414,-1.121854387,-1.121854387,-1.121854327,-1.121854327,-1.121854328
H2,2,0.571,-1.095123647,0.926755185,-1.11985773,-1.126912828,-1.126912828,-1.126912764,-1.126912764,-1.126912764
H2,2,0.581,-1.099568341,0.91080415,-1.12440664,-1.131527322,-1.131527322,-1.131527254,-1.131527254,-1.131527254
H2,2,0.591,-1.103598194,0.895392912,-1.12853965,-1.135726695,-1.135726695,-1.135726624,-1.135726624,-1.135726624
H2,2,0.601,-1.1072399,0.880494527,-1.13228347,-1.139537717,-1.139537717,-1.139537642,-1.139537642,-1.139537642
H2,2,0.611,-1.110518259,0.866083815,-1.13566294,-1.142985187,-1.142985187,-1.142985187,-1.142985187,-1.142985187
H2,2,0.621,-1.113456334,0.852137216,-1.13870113,-1.146092399,-1.146092399,-1.146092399,-1.146092399,-1.146092399
H2,2,0.631,-1.116075589,0.838632664,-1.14141954,-1.148880821,-1.148880821,-1.148880822,-1.148880822,-1.148880822
H2,2,0.641,-1.118396011,0.825549471,-1.1438382,-1.151370524,-1.151370524,-1.151370524,-1.151370524,-1.151370524
H2,2,0.651,-1.12043623,0.81286822,-1.14597575,-1.153580218,-1.153580218,-1.153580218,-1.153580218,-1.153580218
H2,2,0.661,-1.122213622,0.800570667,-1.1478496,-1.155527361,-1.155527361,-1.155527361,-1.155527361,-1.155527361
H2,2,0.671,-1.123744404,0.788639659,-1.149476,-1.157228253,-1.157228253,-1.157228253,-1.157228253,-1.157228253
H2,2,0.681,-1.12504372,0.777059047,-1.15087014,-1.158698124,-1.158698124,-1.158698124,-1.158698124,-1.158698124
H2,2,0.691,-1.126125727,0.765813619,-1.1520462,-1.159951216,-1.159951216,-1.159951216,-1.159951216,-1.159951216
H2,2,0.701,-1.127003662,0.754889031,-1.15301747,-1.161000852,-1.161000852,-1.161000853,-1.161000853,-1.161000853
H2,2,0.711,-1.127689915,0.744271745,-1.15379635,-1.161859512,-1.161859512,-1.161859512,-1.161859512,-1.161859512
H2,2,0.721,-1.128196089,0.733948975,-1.15439451,-1.162538886,-1.162538886,-1.162538887,-1.162538887,-1.162538887
H2,2,0.731,-1.128533056,0.723908633,-1.15482286,-1.163049939,-1.163049939,-1.16304994,-1.16304994,-1.16304994
H2,2,0.741,-1.128711011,0.714139286,-1.15509163,-1.163402961,-1.163402961,-1.163402961,-1.163402961,-1.163402961
H2,2,0.751,-1.128739521,0.704630108,-1.15521043,-1.163607612,-1.163607612,-1.163607613,-1.163607613,-1.163607612
H2,2,0.761,-1.128627569,0.695370842,-1.1551883,-1.163672973,-1.163672973,-1.163672974,-1.163672974,-1.163672974
H2,2,0.771,-1.128383594,0.686351765,-1.15503372,-1.163607584,-1.163607584,-1.163607585,-1.163607585,-1.163607585
H2,2,0.781,-1.12801553,0.67756365,-1.15475468,-1.163419481,-1.163419481,-1.163419482,-1.163419482,-1.163419482
H2,2,0.791,-1.127530841,0.668997738,-1.15435869,-1.163116233,-1.163116233,-1.163116234,-1.163116234,-1.163116233
H2,2,0.801,-1.126936552,0.660645706,-1.15385282,-1.16270497,-1.16270497,-1.162704972,-1.162704972,-1.162704971
H2,2,0.811,-1.126239278,0.652499644,-1.15324376,-1.16219242,-1.16219242,-1.162192421,-1.162192421,-1.162192421
H2,2,0.821,-1.125445256,0.644552023,-1.15253778,-1.161584928,-1.161584928,-1.161584929,-1.161584929,-1.161584929
H2,2,0.831,-1.124560362,0.636795681,-1.15174083,-1.160888487,-1.160888487,-1.160888488,-1.160888488,-1.160888487
H2,2,0.841,-1.123590143,0.629223794,-1.15085849,-1.160108757,-1.160108757,-1.160108759,-1.160108759,-1.160108758
H2,2,0.851,-1.122539832,0.62182986,-1.14989607,-1.159251091,-1.159251091,-1.159251092,-1.159251092,-1.159251091
H2,2,0.861,-1.12141437,0.614607678,-1.14885857,-1.158320549,-1.158320549,-1.15832055,-1.15832055,-1.158320549
H2,2,0.871,-1.120218425,0.607551333,-1.1477507,-1.15732192,-1.15732192,-1.157321922,-1.157321922,-1.157321921
H2,2,0.881,-1.118956408,0.600655177,-1.14657694,-1.156259739,-1.156259739,-1.156259741,-1.156259741,-1.156259739
H2,2,0.891,-1.11763249,0.593913817,-1.14534152,-1.1551383,-1.1551383,-1.155138301,-1.155138301,-1.1551383
H2,2,0.901,-1.116250613,0.587322099,-1.14404845,-1.153961671,-1.153961671,-1.153961673,-1.153961673,-1.153961671
H2,2,0.911,-1.114814507,0.580875094,-1.1427015,-1.15273371,-1.15273371,-1.152733711,-1.152733711,-1.15273371
H2,2,0.921,-1.113327704,0.57456809,-1.14130427,-1.151458073,-1.151458073,-1.151458074,-1.151458074,-1.151458072
H2,2,0.931,-1.111793542,0.568396575,-1.13986017,-1.150138228,-1.150138228,-1.150138229,-1.150138229,-1.150138228
H2,2,0.941,-1.110215185,0.562356228,-1.13837241,-1.148777466,-1.148777466,-1.148777467,-1.148777467,-1.148777466
H2,2,0.951,-1.108595627,0.556442914,-1.13684405,-1.14737891,-1.14737891,-1.147378911,-1.147378911,-1.14737891
H2,2,0.961,-1.106937702,0.550652665,-1.13527798,-1.145945524,-1.145945524,-1.145945524,-1.145945524,-1.145945524
H2,2,0.971,-1.105244096,0.54498168,-1.13367695,-1.14448012,-1.14448012,-1.144480119,-1.144480119,-1.14448012
H2,2,0.981,-1.103517351,0.539426311,-1.13204355,-1.142985371,-1.142985371,-1.142985369,-1.142985369,-1.142985371
H2,2,0.991,-1.101759877,0.533983058,-1.13038026,-1.141463812,-1.141463812,-1.14146381,-1.14146381,-1.141463812
H2,2,1.001,-1.099973955,0.528648562,-1.12868942,-1.139917853,-1.139917853,-1.139917851,-1.139917851,-1.139917853
H2,2,1.011,-1.098161746,0.523419595,-1.12697324,-1.138349781,-1.138349781,-1.138349778,-1.138349778,-1.138349781
H2,2,1.021,-1.096325297,0.518293057,-1.12523383,-1.136761768,-1.136761768,-1.136761768,-1.136761768,-1.136761768
H2,2,1.031,-1.094466546,0.513265966,-1.12347319,-1.135155878,-1.135155878,-1.135155879,-1.135155879,-1.135155878
H2,2,1.041,-1.092587331,0.508335457,-1.1216932,-1.133534071,-1.133534071,-1.133534071,-1.133534071,-1.133534071
H2,2,1.051,-1.090689389,0.503498773,-1.11989566,-1.131898207,-1.131898207,-1.131898207,-1.131898207,-1.131898207
H2,2,1.061,-1.088774369,0.498753262,-1.11808227,-1.130250054,-1.130250054,-1.130250054,-1.130250054,-1.130250054
H2,2,1.071,-1.086843828,0.494096369,-1.11625465,-1.128591291,-1.128591291,-1.12859129,-1.12859129,-1.128591289
H2,2,1.081,-1.084899243,0.489525635,-1.11441431,-1.12692351,-1.12692351,-1.126923508,-1.126923508,-1.126923508
H2,2,1.091,-1.082942011,0.48503869,-1.11256272,-1.125248224,-1.125248224,-1.125248222,-1.125248222,-1.125248222
H2,2,1.101,-1.080973455,0.480633252,-1.11070125,-1.12356687,-1.12356687,-1.123566868,-1.123566868,-1.123566868
H2,2,1.111,-1.078994827,0.476307121,-1.10883119,-1.121880811,-1.121880811,-1.121880809,-1.121880809,-1.121880808
H2,2,1.121,-1.07700731,0.472058172,-1.10695378,-1.120191341,-1.120191341,-1.120191339,-1.120191339,-1.120191338
H2,2,1.131,-1.075012025,0.46788436,-1.10507019,-1.118499688,-1.118499688,-1.118499686,-1.118499686,-1.118499685
H2,2,1.141,-1.073010031,0.463783708,-1.10318152,-1.116807018,-1.116807018,-1.116807015,-1.116807015,-1.116807015
H2,2,1.151,-1.071002332,0.45975431,-1.10128883,-1.115114435,-1.115114435,-1.115114432,-1.115114432,-1.115114431
H2,2,1.161,-1.068989873,0.455794325,-1.09939311,-1.113422988,-1.113422988,-1.113422985,-1.113422985,-1.113422984
H2,2,1.171,-1.066973552,0.451901973,-1.09749529,-1.111733671,-1.111733671,-1.111733668,-1.111733668,-1.111733667
H2,2,1.181,-1.064954215,0.448075538,-1.09559628,-1.110047428,-1.110047428,-1.110047425,-1.110047425,-1.110047424
H2,2,1.191,-1.062932663,0.444313359,-1.0936969,-1.108365152,-1.108365152,-1.108365149,-1.108365149,-1.108365148
H2,2,1.201,-1.060909652,0.440613831,-1.09179796,-1.106687685,-1.106687685,-1.106687687,-1.106687687,-1.106687686
H2,2,1.211,-1.058885896,0.436975401,-1.08990021,-1.105015841,-1.105015841,-1.105015843,-1.105015843,-1.105015842
H2,2,1.221,-1.056862071,0.433396569,-1.08800437,-1.103350376,-1.103350376,-1.103350378,-1.103350378,-1.103350377
H2,2,1.231,-1.054838815,0.429875882,-1.08611112,-1.10169201,-1.10169201,-1.101692013,-1.101692013,-1.101692012
H2,2,1.241,-1.052816729,0.426411935,-1.08422109,-1.100041426,-1.100041426,-1.100041429,-1.100041429,-1.100041428
H2,2,1.251,-1.050796382,0.423003366,-1.08233488,-1.098399272,-1.098399272,-1.098399275,-1.098399275,-1.098399273
H2,2,1.261,-1.048778312,0.419648859,-1.08045309,-1.096766157,-1.096766157,-1.096766161,-1.096766161,-1.096766159
H2,2,1.271,-1.046763026,0.416347137,-1.07857623,-1.095142663,-1.095142663,-1.095142667,-1.095142667,-1.095142665
H2,2,1.281,-1.044751001,0.413096964,-1.07670483,-1.093529337,-1.093529337,-1.093529341,-1.093529341,-1.093529339
H2,2,1.291,-1.04274269,0.409897142,-1.07483937,-1.091926697,-1.091926697,-1.091926701,-1.091926701,-1.091926699
H2,2,1.301,-1.040738519,0.406746511,-1.07298032,-1.090335233,-1.090335233,-1.090335238,-1.090335238,-1.090335236
H2,2,1.311,-1.038738891,0.403643944,-1.0711281,-1.088755409,-1.088755409,-1.088755414,-1.088755414,-1.088755412
H2,2,1.321,-1.036744185,0.40058835,-1.06928312,-1.087187665,-1.087187665,-1.087187667,-1.087187667,-1.087187665
H2,2,1.331,-1.03475476,0.397578671,-1.06744578,-1.085632408,-1.085632408,-1.08563241,-1.08563241,-1.085632408
H2,2,1.341,-1.032770954,0.394613878,-1.06561645,-1.084090031,-1.084090031,-1.084090033,-1.084090033,-1.084090031
H2,2,1.351,-1.030793085,0.391692976,-1.06379546,-1.082560902,-1.082560902,-1.082560904,-1.082560904,-1.082560902
H2,2,1.361,-1.028821456,0.388814997,-1.06198315,-1.081045367,-1.081045367,-1.081045369,-1.081045369,-1.081045366
H2,2,1.371,-1.026856349,0.385979001,-1.06017983,-1.079543747,-1.079543747,-1.079543753,-1.079543753,-1.079543751
H2,2,1.381,-1.024898034,0.383184077,-1.0583858,-1.078056358,-1.078056358,-1.078056365,-1.078056365,-1.078056363
H2,2,1.391,-1.022946762,0.380429339,-1.05660134,-1.076583485,-1.076583485,-1.076583492,-1.076583492,-1.076583489
H2,2,1.401,-1.021002773,0.377713926,-1.05482671,-1.075125402,-1.075125402,-1.075125404,-1.075125404,-1.075125402
H2,2,1.411,-1.019066291,0.375037003,-1.05306215,-1.073682353,-1.073682353,-1.073682355,-1.073682355,-1.073682353
H2,2,1.421,-1.017137528,0.372397756,-1.05130791,-1.07225458,-1.07225458,-1.072254583,-1.072254583,-1.07225458
H2,2,1.431,-1.015216685,0.369795395,-1.04956422,-1.070842305,-1.070842305,-1.070842307,-1.070842307,-1.070842305
H2,2,1.441,-1.01330395,0.367229154,-1.04783128,-1.069445733,-1.069445733,-1.069445735,-1.069445735,-1.069445732
H2,2,1.451,-1.011399501,0.364698285,-1.04610929,-1.068065055,-1.068065055,-1.068065058,-1.068065058,-1.068065055
H2,2,1.461,-1.009503506,0.362202061,-1.04439845,-1.06670045,-1.06670045,-1.066700452,-1.066700452,-1.066700449
H2,2,1.471,-1.007616122,0.359739776,-1.04269893,-1.065352079,-1.065352079,-1.065352082,-1.065352082,-1.065352079
H2,2,1.481,-1.005737499,0.357310743,-1.0410109,-1.064020095,-1.064020095,-1.064020098,-1.064020098,-1.064020095
H2,2,1.491,-1.003867777,0.354914293,-1.03933454,-1.062704634,-1.062704634,-1.062704636,-1.062704636,-1.062704634
H2,2,1.501,-1.002007086,0.352549774,-1.03766998,-1.061405821,-1.061405821,-1.061405823,-1.061405823,-1.061405821
H2,2,1.511,-1.000155552,0.350216553,-1.03601737,-1.060123768,-1.060123768,-1.06012377,-1.06012377,-1.060123768
H2,2,1.521,-0.998313291,0.347914011,-1.03437685,-1.058858577,-1.058858577,-1.058858579,-1.058858579,-1.058858577
H2,2,1.531,-0.996480412,0.345641549,-1.03274855,-1.057610336,-1.057610336,-1.057610338,-1.057610338,-1.057610336
H2,2,1.541,-0.994657016,0.343398579,-1.03113258,-1.056379123,-1.056379123,-1.056379125,-1.056379125,-1.056379123
H2,2,1.551,-0.992843202,0.341184533,-1.02952907,-1.055165005,-1.055165005,-1.055165006,-1.055165006,-1.055165005
H2,2,1.561,-0.991039057,0.338998854,-1.02793811,-1.053968038,-1.053968038,-1.053968034,-1.053968034,-1.053968038
H2,2,1.571,-0.989244667,0.336841,-1.02635981,-1.052788266,-1.052788266,-1.052788266,-1.052788266,-1.052788266
H2,2,1.581,-0.987460108,0.334710443,-1.02479426,-1.051625725,-1.051625725,-1.051625726,-1.051625726,-1.051625725
H2,2,1.591,-0.985685454,0.332606669,-1.02324155,-1.050480439,-1.050480439,-1.05048044,-1.05048044,-1.050480439
H2,2,1.601,-0.983920771,0.330529176,-1.02170176,-1.049352422,-1.049352422,-1.049352423,-1.049352423,-1.049352423
H2,2,1.611,-0.982166122,0.328477474,-1.02017497,-1.04824168,-1.04824168,-1.04824168,-1.04824168,-1.04824168
H2,2,1.621,-0.980421564,0.326451086,-1.01866125,-1.047148206,-1.047148206,-1.047148206,-1.047148206,-1.047148206
H2,2,1.631,-0.978687148,0.324449547,-1.01716067,-1.046071986,-1.046071986,-1.046071986,-1.046071986,-1.046071986
H2,2,1.641,-0.976962923,0.322472402,-1.01567327,-1.045012997,-1.045012997,-1.045012997,-1.045012997,-1.045012997
H2,2,1.651,-0.975248932,0.320519207,-1.01419913,-1.043971205,-1.043971205,-1.043971205,-1.043971205,-1.043971205
H2,2,1.661,-0.973545213,0.318589531,-1.01273829,-1.042946569,-1.042946569,-1.042946569,-1.042946569,-1.042946569
H2,2,1.671,-0.971851801,0.316682951,-1.01129079,-1.041939038,-1.041939038,-1.041939038,-1.041939038,-1.041939038
H2,2,1.681,-0.970168726,0.314799055,-1.00985668,-1.040948554,-1.040948554,-1.040948554,-1.040948554,-1.040948554
H2,2,1.691,-0.968496015,0.31293744,-1.00843599,-1.039975048,-1.039975048,-1.039975048,-1.039975048,-1.039975048
H2,2,1.701,-0.966833689,0.311097714,-1.00702875,-1.039018445,-1.039018445,-1.039018445,-1.039018445,-1.039018445
H2,2,1.711,-0.965181769,0.309279492,-1.00563499,-1.038078663,-1.038078663,-1.038078662,-1.038078662,-1.038078663
H2,2,1.721,-0.963540268,0.3074824,-1.00425473,-1.037155609,-1.037155609,-1.037155609,-1.037155609,-1.037155609
H2,2,1.731,-0.961909198,0.305706072,-1.00288799,-1.036249187,-1.036249187,-1.036249186,-1.036249186,-1.036249187
H2,2,1.741,-0.960288567,0.30395015,-1.0015348,-1.03535929,-1.03535929,-1.035359289,-1.035359289,-1.03535929
H2,2,1.751,-0.958678379,0.302214284,-1.00019514,-1.034485806,-1.034485806,-1.034485805,-1.034485805,-1.034485806
H2,2,1.761,-0.957078636,0.300498132,-0.99886905,-1.033628615,-1.033628615,-1.033628615,-1.033628615,-1.033628615
He2,4,2.566,-5.710227669,0.824906019,-5.76190087,-5.775111523,-5.775111958,-5.775112082,-5.775112091,-5.775112089
He2,4,2.576,-5.710233557,0.821703744,-5.76190638,-5.775117132,-5.77511755,-5.77511767,-5.775117678,-5.775117677
He2,4,2.586,-5.710239123,0.818526235,-5.76191157,-5.775122425,-5.775122826,-5.775122941,-5.775122949,-5.775122948
He2,4,2.596,-5.710244385,0.815373206,-5.76191646,-5.775127417,-5.775127801,-5.775127912,-5.77512792,-5.775127919
He2,4,2.606,-5.710249356,0.812244376,-5.76192108,-5.775132122,-5.77513249,-5.775132598,-5.775132605,-5.775132604
He2,4,2.616,-5.710254051,0.809139466,-5.76192542,-5.775136555,-5.775136907,-5.775137011,-5.775137019,-5.775137018
He2,4,2.626,-5.710258484,0.806058204,-5.76192952,-5.775140729,-5.775141067,-5.775141167,-5.775141174,-5.775141173
He2,4,2.636,-5.710262667,0.80300032,-5.76193337,-5.775144657,-5.775144981,-5.775145078,-5.775145085,-5.775145084
He2,4,2.646,-5.710266613,0.799965549,-5.761937,-5.775148351,-5.775148662,-5.775148756,-5.775148762,-5.775148761
He2,4,2.656,-5.710270333,0.796953631,-5.7619404,-5.775151824,-5.775152122,-5.775152212,-5.775152219,-5.775152218
He2,4,2.666,-5.710273839,0.793964307,-5.7619436,-5.775155087,-5.775155372,-5.775155459,-5.775155466,-5.775155465
He2,4,2.676,-5.710277143,0.790997326,-5.76194661,-5.77515815,-5.775158423,-5.775158507,-5.775158514,-5.775158513
He2,4,2.686,-5.710280253,0.788052436,-5.76194943,-5.775161023,-5.775161285,-5.775161367,-5.775161373,-5.775161372
He2,4,2.696,-5.71028318,0.785129393,-5.76195207,-5.775163718,-5.775163968,-5.775164047,-5.775164053,-5.775164052
He2,4,2.706,-5.710285933,0.782227954,-5.76195455,-5.775166241,-5.775166481,-5.775166558,-5.775166563,-5.775166563
He2,4,2.716,-5.710288521,0.779347881,-5.76195687,-5.775168604,-5.775168834,-5.775168908,-5.775168913,-5.775168912
He2,4,2.726,-5.710290953,0.776488937,-5.76195904,-5.775170814,-5.775171034,-5.775171105,-5.775171111,-5.77517111
He2,4,2.736,-5.710293237,0.773650893,-5.76196106,-5.77517288,-5.77517309,-5.775173159,-5.775173165,-5.775173164
He2,4,2.746,-5.71029538,0.770833519,-5.76196296,-5.775174808,-5.775175009,-5.775175077,-5.775175082,-5.775175081
He2,4,2.756,-5.71029739,0.768036591,-5.76196472,-5.775176607,-5.7751768,-5.775176865,-5.77517687,-5.775176869
He2,4,2.766,-5.710299275,0.765259886,-5.76196637,-5.775178284,-5.775178468,-5.775178531,-5.775178536,-5.775178536
He2,4,2.776,-5.71030104,0.762503186,-5.7619679,-5.775179845,-5.775180021,-5.775180082,-5.775180087,-5.775180087
He2,4,2.786,-5.710302692,0.759766276,-5.76196933,-5.775181297,-5.775181465,-5.775181525,-5.775181529,-5.775181529
He2,4,2.796,-5.710304238,0.757048943,-5.76197065,-5.775182645,-5.775182807,-5.775182864,-5.775182869,-5.775182868
He2,4,2.806,-5.710305683,0.754350978,-5.76197188,-5.775183896,-5.775184051,-5.775184106,-5.775184111,-5.77518411
He2,4,2.816,-5.710307033,0.751672175,-5.76197302,-5.775185056,-5.775185203,-5.775185257,-5.775185262,-5.775185261
He2,4,2.826,-5.710308292,0.74901233,-5.76197407,-5.775186128,-5.775186269,-5.775186322,-5.775186326,-5.775186325
He2,4,2.836,-5.710309467,0.746371242,-5.76197505,-5.775187119,-5.775187254,-5.775187305,-5.775187309,-5.775187308
He2,4,2.846,-5.710310561,0.743748715,-5.76197595,-5.775188033,-5.775188162,-5.775188211,-5.775188216,-5.775188215
He2,4,2.856,-5.71031158,0.741144553,-5.76197677,-5.775188875,-5.775188998,-5.775189046,-5.77518905,-5.775189049
He2,4,2.866,-5.710312527,0.738558564,-5.76197753,-5.775189648,-5.775189766,-5.775189813,-5.775189817,-5.775189816
He2,4,2.876,-5.710313407,0.735990558,-5.76197823,-5.775190358,-5.775190471,-5.775190516,-5.77519052,-5.775190519
He2,4,2.886,-5.710314224,0.733440348,-5.76197887,-5.775191007,-5.775191115,-5.775191159,-5.775191163,-5.775191162
He2,4,2.896,-5.710314981,0.73090775,-5.76197946,-5.7751916,-5.775191703,-5.775191746,-5.775191749,-5.775191749
He2,4,2.906,-5.710315682,0.728392582,-5.76197999,-5.77519214,-5.775192239,-5.77519228,-5.775192284,-5.775192283
He2,4,2.916,-5.71031633,0.725894665,-5.76198047,-5.77519263,-5.775192725,-5.775192765,-5.775192769,-5.775192768
He2,4,2.926,-5.710316929,0.723413822,-5.76198091,-5.775193074,-5.775193164,-5.775193204,-5.775193207,-5.775193207
He2,4,2.936,-5.710317481,0.720949879,-5.7619813,-5.775193475,-5.775193561,-5.775193599,-5.775193602,-5.775193602
He2,4,2.946,-5.710317989,0.718502662,-5.76198166,-5.775193834,-5.775193917,-5.775193954,-5.775193957,-5.775193957
He2,4,2.956,-5.710318457,0.716072004,-5.76198197,-5.775194156,-5.775194235,-5.775194271,-5.775194274,-5.775194274
He2,4,2.966,-5.710318886,0.713657736,-5.76198226,-5.775194442,-5.775194518,-5.775194553,-5.775194556,-5.775194556
He2,4,2.976,-5.710319279,0.711259692,-5.76198251,-5.775194695,-5.775194768,-5.775194802,-5.775194805,-5.775194805
He2,4,2.986,-5.710319638,0.708877711,-5.76198273,-5.775194918,-5.775194987,-5.77519502,-5.775195023,-5.775195023
He2,4,2.996,-5.710319966,0.70651163,-5.76198292,-5.775195112,-5.775195177,-5.77519521,-5.775195213,-5.775195213
He2,4,3.006,-5.710320265,0.704161292,-5.76198308,-5.775195279,-5.775195342,-5.775195374,-5.775195377,-5.775195376
He2,4,3.016,-5.710320536,0.70182654,-5.76198323,-5.775195421,-5.775195481,-5.775195513,-5.775195515,-5.775195515
He2,4,3.026,-5.710320782,0.699507219,-5.76198335,-5.775195541,-5.775195598,-5.775195629,-5.775195632,-5.775195631
He2,4,3.036,-5.710321003,0.697203176,-5.76198344,-5.775195639,-5.775195694,-5.775195724,-5.775195727,-5.775195726
He2,4,3.046,-5.710321203,0.694914263,-5.76198352,-5.775195718,-5.77519577,-5.7751958,-5.775195802,-5.775195802
He2,4,3.056,-5.710321382,0.692640328,-5.76198358,-5.775195779,-5.775195829,-5.775195857,-5.77519586,-5.77519586
He2,4,3.066,-5.710321542,0.690381228,-5.76198363,-5.775195823,-5.775195871,-5.775195899,-5.775195901,-5.775195901
He2,4,3.076,-5.710321684,0.688136815,-5.76198366,-5.775195851,-5.775195897,-5.775195925,-5.775195927,-5.775195927
He2,4,3.086,-5.710321809,0.685906949,-5.76198367,-5.775195866,-5.77519591,-5.775195937,-5.775195939,-5.775195939
He2,4,3.096,-5.710321919,0.683691487,-5.76198368,-5.775195868,-5.77519591,-5.775195936,-5.775195939,-5.775195939
He2,4,3.106,-5.710322016,0.681490291,-5.76198367,-5.775195858,-5.775195898,-5.775195924,-5.775195927,-5.775195926
He2,4,3.116,-5.710322099,0.679303223,-5.76198365,-5.775195838,-5.775195876,-5.775195901,-5.775195904,-5.775195904
He2,4,3.126,-5.71032217,0.677130148,-5.76198362,-5.775195807,-5.775195844,-5.775195869,-5.775195871,-5.775195871
He2,4,3.136,-5.71032223,0.674970932,-5.76198358,-5.775195768,-5.775195804,-5.775195828,-5.77519583,-5.77519583
He2,4,3.146,-5.71032228,0.672825443,-5.76198354,-5.775195721,-5.775195755,-5.775195779,-5.775195781,-5.775195781
He2,4,3.156,-5.710322321,0.67069355,-5.76198349,-5.775195667,-5.775195699,-5.775195723,-5.775195725,-5.775195725
He2,4,3.166,-5.710322353,0.668575124,-5.76198343,-5.775195606,-5.775195637,-5.77519566,-5.775195663,-5.775195662
He2,4,3.176,-5.710322378,0.666470039,-5.76198336,-5.77519554,-5.77519557,-5.775195592,-5.775195595,-5.775195594
He2,4,3.186,-5.710322395,0.664378168,-5.7619833,-5.775195469,-5.775195497,-5.77519552,-5.775195522,-5.775195521
He2,4,3.196,-5.710322406,0.662299388,-5.76198322,-5.775195393,-5.77519542,-5.775195442,-5.775195444,-5.775195444
He2,4,3.206,-5.710322411,0.660233576,-5.76198315,-5.775195313,-5.77519534,-5.775195361,-5.775195363,-5.775195363
He2,4,3.216,-5.710322411,0.658180611,-5.76198306,-5.77519523,-5.775195256,-5.775195277,-5.775195279,-5.775195279
